tweet,retweetsCount,favoritesCount
"Выполнена вертикализация «Союз-ФГ», сведены фермы обслуживания, началась работа по программе первого стартового дня. http://t.co/uILHf35hzx",38,13
"Сегодня на космодроме Байконур состоялся вывоз ракеты «Союз-ФГ» с кораблем «Союз ТМА-14М» на стартовый комплекс. http://t.co/a4WW0F1njy",30,18
"Проведена общая сборка ракеты «Союз-ФГ» с космическим кораблём  «Союз ТМА-14М» http://t.co/AQacrp9lFn http://t.co/d6kipRlKCB",23,13
"Экипажи МКС-41/42 провели вторую тренировку в корабле «Союз ТМА-14М». До старта осталось 4 дня!http://t.co/9eOIsbO9ZG http://t.co/I1X0qMqtFh",27,21
"Через неделю Александр Самокутяев командир «Союз ТМА-14М» поведет к старту свою команду: Барри Уилмора и Елену Серову:http://t.co/HSKBuO9Pcj",11,9
"Один день из жизни экипажей на космодроме Байконур: http://t.co/nJ6soGHcVM http://t.co/PEY98NRsMY",10,9
"Космический аппарат «Метеор-М» № 1 пять лет на орбите: http://t.co/2zfqjMsClG http://t.co/uYMRuSsiZK",16,7
"В 06:23 мск спускаемый аппарат ТПК «Союз ТМА-12М» совершил посадку, на Землю вернулся экипаж МКС-39/40! http://t.co/LLSPeNOs3e",138,110
"В 03:01 мск «Союз ТМА-12М» с экипажем МКС-39/40 штатно отстыковался от МКС, приземление запланировано в 06:25 мск http://t.co/i9Oqx0ABfE",34,19
"Завтрак в невесомости - новое видео от Олега Артемьева и Александра Скворцова в блоге МКС: http://t.co/bt9N5m88BP http://t.co/wIL0OyXZzO",31,12
"Экипаж МКС-39/40 готовится к возвращению на Землю: http://t.co/9qNqu1YyHG http://t.co/E0bCPgdt4d",35,26
"Открыта аккредитация на встречу российских космонавтов экипажа ТПК «Союз ТМА-12М»: http://t.co/xwFPojsRE2 http://t.co/dhvWI4S6HP",19,26
"В ЦПК продолжаются комплексные экзаменационные тренировки экипажей МКС-41/42: http://t.co/1cuTVjC6N7 http://t.co/4nhHvk8ApE",26,10
"Руководитель Роскосмоса обсудил на переговорах в Пекине возможное размещение станций ГЛОНАСС в КНР: http://t.co/PNnXdEC5MA",4,0
"Сегодня, 1 сентября в соответствии с расчетными данными в Оренбургской области проведена посадка 'Фотон-М'№ 4:http://t.co/SkFKqzKSgG",12,2
"Космонавты российского сегмента МКС поздравляют школьников, студентов и учителей с Днём знаний! http://t.co/00O7KO1e8p",32,14
"Научная программа «Фотон-М»№4 подошла к концу, Госкомиссией принято решение о посадке спускаемого аппарата 1 сентября:http://t.co/fAeWz4WiQn",5,2
"27 августа в 12:37 мск была проведена коррекция орбиты Международной космической станции: http://t.co/YO39xoN2CH",14,4
"На космодроме Байконур ведутся работы по подготовке к пуску ракеты «Протон-М» с КА «Луч»:http://t.co/Fqh6YoPEET http://t.co/N7DHByF8q4",22,10
"Космонавт Олег Артемьев: 'Поздравляю всех соотечественников с Днём Государственного флага России!..' http://t.co/eZVQ34OZ0J",112,19
"Пилотируемый космический корабль «Союз ТМА-14М» готовят к проверкам на герметичность: http://t.co/U9NfwFfIxx http://t.co/WWTGFlJp7O",19,13
"Спутник Ресурс-П 'увидел' надпись «Артек Роскосмос», сделанную детьми на набережной в Артеке:http://t.co/JLOUj0UVal http://t.co/oZOXeVq62z",43,10
"Фоторепортаж Олега Артемьева о выходе в открытый космос в блоге 'Почтовый ящик МКС':http://t.co/ZaNw3KTmB4 http://t.co/BWr0kCaync",40,18
"Космонавты 41/42-й экспедиции на МКС признаны годными к полету: http://t.co/TJZb6TeDcx http://t.co/Wa5QaPE5Ct",29,15
"54 года со дня полета легендарных Белки и Стрелки: http://t.co/0RyXpuJoBl http://t.co/3y0fImjHJS",87,33
"Выход в открытый космос по российской программе успешно завершен. Выходной люк был закрыт 18.08.2014г. в 23:12 мск. http://t.co/mE0v1ggjrK",33,14
"Первая задача ВКД-39 успешно выполнена - космонавты осуществили запуск наноспутника 'НС-1' в 18:23 мск http://t.co/pQOitKdxYz",24,11
"В 18:02 мск Александр Скворцов и Олег Артемьев открыли выходной люк и приступили к работам в открытом космосе. http://t.co/5wWxf2Ahti",18,7
"Сегодня в 18:00 российские космонавты выйдут в открытый космос для проведения работ. http://t.co/S7XE5N5P7j http://t.co/nPNm8vteDn",72,46
"Сегодня в 20:58 мск была проведена коррекция орбиты МКС для обеспечения наилучших условий приземления пилотируемого корабля 'Союз ТМА-12М'",9,2
"Роскосмос открывает первую аэрокосмическую смену в международном детском центре «Артек»: http://t.co/oED6GP5EF7 http://t.co/nKlAJkuX2H",30,9
"На Байконуре возобновили подготовку к пускам пилотируемого корабля Союз ТМА-14М и грузового корабля Прогресс М-26М: http://t.co/l6wk9s6dDy",4,1
"14 августа 2014 года в 20:58 по московскому времени планируется проведение коррекции орбиты МКС: http://t.co/9EghECqzLS",9,8
"52 года со дня первого в мире группового полета космических кораблей «Восток-4» и «Восток-3»: http://t.co/h7w4QbQdjZ http://t.co/I1opI7dLLU",34,6
"Во Владивостоке прошли учения по поиску и эвакуации космонавтов: http://t.co/sL8ezsFro2 http://t.co/rJigwO7fp0",23,6
"Олег Артемьев и Александр Скворцов начали подготовку ко второму выходу в открытый космос: http://t.co/uYi5qaQpRz http://t.co/YjOKTrHG8d",12,5
"53 года назад советский космонавт Герман Титов осуществил первый суточный космический полет: http://t.co/vKGKvbZqJN http://t.co/xPdVPZ4y4G",46,15
"Состоялась церемония открытия 40й научной Ассамблеи Международного комитета по космическим исследованиям COSPAR-2014: http://t.co/QiSkHNBcOV",6,1
"Состоялась рабочая встреча руководителя Роскосмоса и главы французского космического агентства CNES: http://t.co/Iz75aSE0O1",5,1
"Роскосмос примет участие в форуме «Селигер-2014»: http://t.co/TztCMJxH4m http://t.co/AxnMof20ye",9,11
"Космонавтам Олегу Новицкому, Сергею Ревину и Евгению Тарелкину вручены звания Героя РФ: http://t.co/Dm3uyD0O80 http://t.co/1omdKoKyeS",36,27
"40 лет назад состоялся первый запуск отечественного спутника «Молния-1С» на геостационарную орбиту: http://t.co/MDhvmsPN1g",23,5
"По состоянию на 28 июля 2014 года с космическим аппаратом «Фотон-М» № 4 было проведено 17 сеансов связи: http://t.co/JaL39B0JIW",8,0
"26 июля 2014 года в 08:05 декретного московского времени была установлена связь с космическим аппаратом «Фотон-М» №4: http://t.co/bWMPh1E1OS",23,2
"24 июля в 01:44 мск произведен успешный пуск ТГК «Прогресс М-24М». Стыковка корябля с МКС состоялась в 07:31 24 июля http://t.co/tQUac0vQkN",50,16
"23.07.2014г. проведена внеплановая коррекция орбиты МКС с целью формирования более безопасной трассы полета станции: http://t.co/n2ZyyCerG0",13,5
"Ракета-носитель 'Союз-У' с ТГК'Прогресс М-24М' вывезена на стартовый комплекс. Запуск запланирован на 1:44мск 24 июля http://t.co/FOUbQ9Zwu9",36,14
